season,week,home_team,away_team,home_score,away_score,game_id,gameday
2022,8,LA,SF,14.0,31.0,2022_08_SF_LA,2022-10-30
2022,8,SEA,NYG,27.0,13.0,2022_08_NYG_SEA,2022-10-30
2022,8,BUF,GB,27.0,17.0,2022_08_GB_BUF,2022-10-30
2022,8,CLE,CIN,32.0,13.0,2022_08_CIN_CLE,2022-10-31
2022,9,HOU,PHI,17.0,29.0,2022_09_PHI_HOU,2022-11-03
2022,9,ATL,LAC,17.0,20.0,2022_09_LAC_ATL,2022-11-06
2022,9,CHI,MIA,32.0,35.0,2022_09_MIA_CHI,2022-11-06
2022,9,CIN,CAR,42.0,21.0,2022_09_CAR_CIN,2022-11-06
2022,9,DET,GB,15.0,9.0,2022_09_GB_DET,2022-11-06
2022,9,JAX,LV,27.0,20.0,2022_09_LV_JAX,2022-11-06
2022,9,NE,IND,26.0,3.0,2022_09_IND_NE,2022-11-06
2022,9,NYJ,BUF,20.0,17.0,2022_09_BUF_NYJ,2022-11-06
2022,9,WAS,MIN,17.0,20.0,2022_09_MIN_WAS,2022-11-06
2022,9,ARI,SEA,21.0,31.0,2022_09_SEA_ARI,2022-11-06
2022,9,TB,LA,16.0,13.0,2022_09_LA_TB,2022-11-06
2022,9,KC,TEN,20.0,17.0,2022_09_TEN_KC,2022-11-06
2022,9,NO,BAL,13.0,27.0,2022_09_BAL_NO,2022-11-07
2022,10,CAR,ATL,25.0,15.0,2022_10_ATL_CAR,2022-11-10
2022,10,TB,SEA,21.0,16.0,2022_10_SEA_TB,2022-11-13
2022,10,BUF,MIN,30.0,33.0,2022_10_MIN_BUF,2022-11-13
2022,10,CHI,DET,30.0,31.0,2022_10_DET_CHI,2022-11-13
2022,10,KC,JAX,27.0,17.0,2022_10_JAX_KC,2022-11-13
2022,10,MIA,CLE,39.0,17.0,2022_10_CLE_MIA,2022-11-13
2022,10,NYG,HOU,24.0,16.0,2022_10_HOU_NYG,2022-11-13
2022,10,PIT,NO,20.0,10.0,2022_10_NO_PIT,2022-11-13
2022,10,TEN,DEN,17.0,10.0,2022_10_DEN_TEN,2022-11-13
2022,10,LV,IND,20.0,25.0,2022_10_IND_LV,2022-11-13
2022,10,GB,DAL,31.0,28.0,2022_10_DAL_GB,2022-11-13
2022,10,LA,ARI,17.0,27.0,2022_10_ARI_LA,2022-11-13
2022,10,SF,LAC,22.0,16.0,2022_10_LAC_SF,2022-11-13
2022,10,PHI,WAS,21.0,32.0,2022_10_WAS_PHI,2022-11-14
2022,11,GB,TEN,17.0,27.0,2022_11_TEN_GB,2022-11-17
2022,11,ATL,CHI,27.0,24.0,2022_11_CHI_ATL,2022-11-20
2022,11,BAL,CAR,13.0,3.0,2022_11_CAR_BAL,2022-11-20
2022,11,BUF,CLE,31.0,23.0,2022_11_CLE_BUF,2022-11-20
2022,11,HOU,WAS,10.0,23.0,2022_11_WAS_HOU,2022-11-20
2022,11,IND,PHI,16.0,17.0,2022_11_PHI_IND,2022-11-20
2022,11,NE,NYJ,10.0,3.0,2022_11_NYJ_NE,2022-11-20
2022,11,NO,LA,27.0,20.0,2022_11_LA_NO,2022-11-20
2022,11,NYG,DET,18.0,31.0,2022_11_DET_NYG,2022-11-20
2022,11,DEN,LV,16.0,22.0,2022_11_LV_DEN,2022-11-20
2022,11,MIN,DAL,3.0,40.0,2022_11_DAL_MIN,2022-11-20
2022,11,PIT,CIN,30.0,37.0,2022_11_CIN_PIT,2022-11-20
2022,11,LAC,KC,27.0,30.0,2022_11_KC_LAC,2022-11-20
2022,11,ARI,SF,10.0,38.0,2022_11_SF_ARI,2022-11-21
2022,12,DET,BUF,25.0,28.0,2022_12_BUF_DET,2022-11-24
2022,12,DAL,NYG,28.0,20.0,2022_12_NYG_DAL,2022-11-24
2022,12,MIN,NE,33.0,26.0,2022_12_NE_MIN,2022-11-24
2022,12,CAR,DEN,23.0,10.0,2022_12_DEN_CAR,2022-11-27
2022,12,CLE,TB,23.0,17.0,2022_12_TB_CLE,2022-11-27
2022,12,JAX,BAL,28.0,27.0,2022_12_BAL_JAX,2022-11-27
2022,12,MIA,HOU,30.0,15.0,2022_12_HOU_MIA,2022-11-27
2022,12,NYJ,CHI,31.0,10.0,2022_12_CHI_NYJ,2022-11-27
2022,12,TEN,CIN,16.0,20.0,2022_12_CIN_TEN,2022-11-27
2022,12,WAS,ATL,19.0,13.0,2022_12_ATL_WAS,2022-11-27
2022,12,ARI,LAC,24.0,25.0,2022_12_LAC_ARI,2022-11-27
2022,12,SEA,LV,34.0,40.0,2022_12_LV_SEA,2022-11-27
2022,12,KC,LA,26.0,10.0,2022_12_LA_KC,2022-11-27
2022,12,SF,NO,13.0,0.0,2022_12_NO_SF,2022-11-27
2022,12,PHI,GB,40.0,33.0,2022_12_GB_PHI,2022-11-27
2022,12,IND,PIT,17.0,24.0,2022_12_PIT_IND,2022-11-28
2022,13,NE,BUF,10.0,24.0,2022_13_BUF_NE,2022-12-01
2022,13,ATL,PIT,16.0,19.0,2022_13_PIT_ATL,2022-12-04
2022,13,BAL,DEN,10.0,9.0,2022_13_DEN_BAL,2022-12-04
2022,13,CHI,GB,19.0,28.0,2022_13_GB_CHI,2022-12-04
2022,13,DET,JAX,40.0,14.0,2022_13_JAX_DET,2022-12-04
2022,13,HOU,CLE,14.0,27.0,2022_13_CLE_HOU,2022-12-04
2022,13,MIN,NYJ,27.0,22.0,2022_13_NYJ_MIN,2022-12-04
2022,13,NYG,WAS,20.0,20.0,2022_13_WAS_NYG,2022-12-04
2022,13,PHI,TEN,35.0,10.0,2022_13_TEN_PHI,2022-12-04
2022,13,LA,SEA,23.0,27.0,2022_13_SEA_LA,2022-12-04
2022,13,SF,MIA,33.0,17.0,2022_13_MIA_SF,2022-12-04
2022,13,CIN,KC,27.0,24.0,2022_13_KC_CIN,2022-12-04
2022,13,LV,LAC,27.0,20.0,2022_13_LAC_LV,2022-12-04
2022,13,DAL,IND,54.0,19.0,2022_13_IND_DAL,2022-12-04
2022,13,TB,NO,17.0,16.0,2022_13_NO_TB,2022-12-05
2022,14,LA,LV,17.0,16.0,2022_14_LV_LA,2022-12-08
2022,14,BUF,NYJ,20.0,12.0,2022_14_NYJ_BUF,2022-12-11
2022,14,CIN,CLE,23.0,10.0,2022_14_CLE_CIN,2022-12-11
2022,14,DAL,HOU,27.0,23.0,2022_14_HOU_DAL,2022-12-11
2022,14,DET,MIN,34.0,23.0,2022_14_MIN_DET,2022-12-11
2022,14,NYG,PHI,22.0,48.0,2022_14_PHI_NYG,2022-12-11
2022,14,PIT,BAL,14.0,16.0,2022_14_BAL_PIT,2022-12-11
2022,14,TEN,JAX,22.0,36.0,2022_14_JAX_TEN,2022-12-11
2022,14,DEN,KC,28.0,34.0,2022_14_KC_DEN,2022-12-11
2022,14,SEA,CAR,24.0,30.0,2022_14_CAR_SEA,2022-12-11
2022,14,SF,TB,35.0,7.0,2022_14_TB_SF,2022-12-11
2022,14,LAC,MIA,23.0,17.0,2022_14_MIA_LAC,2022-12-11
2022,14,ARI,NE,13.0,27.0,2022_14_NE_ARI,2022-12-12
2022,15,SEA,SF,13.0,21.0,2022_15_SF_SEA,2022-12-15
2022,15,MIN,IND,39.0,36.0,2022_15_IND_MIN,2022-12-17
2022,15,CLE,BAL,13.0,3.0,2022_15_BAL_CLE,2022-12-17
2022,15,BUF,MIA,32.0,29.0,2022_15_MIA_BUF,2022-12-17
2022,15,CAR,PIT,16.0,24.0,2022_15_PIT_CAR,2022-12-18
2022,15,CHI,PHI,20.0,25.0,2022_15_PHI_CHI,2022-12-18
2022,15,HOU,KC,24.0,30.0,2022_15_KC_HOU,2022-12-18
2022,15,JAX,DAL,40.0,34.0,2022_15_DAL_JAX,2022-12-18
2022,15,NO,ATL,21.0,18.0,2022_15_ATL_NO,2022-12-18
2022,15,NYJ,DET,17.0,20.0,2022_15_DET_NYJ,2022-12-18
2022,15,DEN,ARI,24.0,15.0,2022_15_ARI_DEN,2022-12-18
2022,15,LV,NE,30.0,24.0,2022_15_NE_LV,2022-12-18
2022,15,LAC,TEN,17.0,14.0,2022_15_TEN_LAC,2022-12-18
2022,15,TB,CIN,23.0,34.0,2022_15_CIN_TB,2022-12-18
2022,15,WAS,NYG,12.0,20.0,2022_15_NYG_WAS,2022-12-18
2022,15,GB,LA,24.0,12.0,2022_15_LA_GB,2022-12-19
2022,16,NYJ,JAX,3.0,19.0,2022_16_JAX_NYJ,2022-12-22
2022,16,BAL,ATL,17.0,9.0,2022_16_ATL_BAL,2022-12-24
2022,16,CAR,DET,37.0,23.0,2022_16_DET_CAR,2022-12-24
2022,16,CHI,BUF,13.0,35.0,2022_16_BUF_CHI,2022-12-24
2022,16,CLE,NO,10.0,17.0,2022_16_NO_CLE,2022-12-24
2022,16,KC,SEA,24.0,10.0,2022_16_SEA_KC,2022-12-24
2022,16,MIN,NYG,27.0,24.0,2022_16_NYG_MIN,2022-12-24
2022,16,NE,CIN,18.0,22.0,2022_16_CIN_NE,2022-12-24
2022,16,TEN,HOU,14.0,19.0,2022_16_HOU_TEN,2022-12-24
2022,16,SF,WAS,37.0,20.0,2022_16_WAS_SF,2022-12-24
2022,16,DAL,PHI,40.0,34.0,2022_16_PHI_DAL,2022-12-24
2022,16,PIT,LV,13.0,10.0,2022_16_LV_PIT,2022-12-24
2022,16,MIA,GB,20.0,26.0,2022_16_GB_MIA,2022-12-25
2022,16,LA,DEN,51.0,14.0,2022_16_DEN_LA,2022-12-25
2022,16,ARI,TB,16.0,19.0,2022_16_TB_ARI,2022-12-25
2022,16,IND,LAC,3.0,20.0,2022_16_LAC_IND,2022-12-26
2022,17,TEN,DAL,13.0,27.0,2022_17_DAL_TEN,2022-12-29
2022,17,ATL,ARI,20.0,19.0,2022_17_ARI_ATL,2023-01-01
2022,17,DET,CHI,41.0,10.0,2022_17_CHI_DET,2023-01-01
2022,17,HOU,JAX,3.0,31.0,2022_17_JAX_HOU,2023-01-01
2022,17,KC,DEN,27.0,24.0,2022_17_DEN_KC,2023-01-01
2022,17,NE,MIA,23.0,21.0,2022_17_MIA_NE,2023-01-01
2022,17,NYG,IND,38.0,10.0,2022_17_IND_NYG,2023-01-01
2022,17,PHI,NO,10.0,20.0,2022_17_NO_PHI,2023-01-01
2022,17,TB,CAR,30.0,24.0,2022_17_CAR_TB,2023-01-01
2022,17,WAS,CLE,10.0,24.0,2022_17_CLE_WAS,2023-01-01
2022,17,LV,SF,34.0,37.0,2022_17_SF_LV,2023-01-01
2022,17,SEA,NYJ,23.0,6.0,2022_17_NYJ_SEA,2023-01-01
2022,17,GB,MIN,41.0,17.0,2022_17_MIN_GB,2023-01-01
2022,17,LAC,LA,31.0,10.0,2022_17_LA_LAC,2023-01-01
2022,17,BAL,PIT,13.0,16.0,2022_17_PIT_BAL,2023-01-01
2022,18,LV,KC,13.0,31.0,2022_18_KC_LV,2023-01-07
2022,18,JAX,TEN,20.0,16.0,2022_18_TEN_JAX,2023-01-07
2022,18,ATL,TB,30.0,17.0,2022_18_TB_ATL,2023-01-08
2022,18,BUF,NE,35.0,23.0,2022_18_NE_BUF,2023-01-08
2022,18,CHI,MIN,13.0,29.0,2022_18_MIN_CHI,2023-01-08
2022,18,CIN,BAL,27.0,16.0,2022_18_BAL_CIN,2023-01-08
2022,18,IND,HOU,31.0,32.0,2022_18_HOU_IND,2023-01-08
2022,18,MIA,NYJ,11.0,6.0,2022_18_NYJ_MIA,2023-01-08
2022,18,NO,CAR,7.0,10.0,2022_18_CAR_NO,2023-01-08
2022,18,PIT,CLE,28.0,14.0,2022_18_CLE_PIT,2023-01-08
2022,18,DEN,LAC,31.0,28.0,2022_18_LAC_DEN,2023-01-08
2022,18,PHI,NYG,22.0,16.0,2022_18_NYG_PHI,2023-01-08
2022,18,SEA,LA,19.0,16.0,2022_18_LA_SEA,2023-01-08
2022,18,SF,ARI,38.0,13.0,2022_18_ARI_SF,2023-01-08
2022,18,WAS,DAL,26.0,6.0,2022_18_DAL_WAS,2023-01-08
2022,18,GB,DET,16.0,20.0,2022_18_DET_GB,2023-01-08
2022,19,SF,SEA,41.0,23.0,2022_19_SEA_SF,2023-01-14
2022,19,JAX,LAC,31.0,30.0,2022_19_LAC_JAX,2023-01-14
2022,19,BUF,MIA,34.0,31.0,2022_19_MIA_BUF,2023-01-15
2022,19,MIN,NYG,24.0,31.0,2022_19_NYG_MIN,2023-01-15
2022,19,CIN,BAL,24.0,17.0,2022_19_BAL_CIN,2023-01-15
2022,19,TB,DAL,14.0,31.0,2022_19_DAL_TB,2023-01-16
2022,20,KC,JAX,27.0,20.0,2022_20_JAX_KC,2023-01-21
2022,20,PHI,NYG,38.0,7.0,2022_20_NYG_PHI,2023-01-21
2022,20,BUF,CIN,10.0,27.0,2022_20_CIN_BUF,2023-01-22
2022,20,SF,DAL,19.0,12.0,2022_20_DAL_SF,2023-01-22
2022,21,PHI,SF,31.0,7.0,2022_21_SF_PHI,2023-01-29
2022,21,KC,CIN,23.0,20.0,2022_21_CIN_KC,2023-01-29
2022,22,PHI,KC,35.0,38.0,2022_22_KC_PHI,2023-02-12
2023,1,KC,DET,20.0,21.0,2023_01_DET_KC,2023-09-07
2023,1,ATL,CAR,24.0,10.0,2023_01_CAR_ATL,2023-09-10
2023,1,BAL,HOU,25.0,9.0,2023_01_HOU_BAL,2023-09-10
2023,1,CLE,CIN,24.0,3.0,2023_01_CIN_CLE,2023-09-10
2023,1,IND,JAX,21.0,31.0,2023_01_JAX_IND,2023-09-10
2023,1,MIN,TB,17.0,20.0,2023_01_TB_MIN,2023-09-10
2023,1,NO,TEN,16.0,15.0,2023_01_TEN_NO,2023-09-10
2023,1,PIT,SF,7.0,30.0,2023_01_SF_PIT,2023-09-10
2023,1,WAS,ARI,20.0,16.0,2023_01_ARI_WAS,2023-09-10
2023,1,CHI,GB,20.0,38.0,2023_01_GB_CHI,2023-09-10
2023,1,DEN,LV,16.0,17.0,2023_01_LV_DEN,2023-09-10
2023,1,LAC,MIA,34.0,36.0,2023_01_MIA_LAC,2023-09-10
2023,1,NE,PHI,20.0,25.0,2023_01_PHI_NE,2023-09-10
2023,1,SEA,LA,13.0,30.0,2023_01_LA_SEA,2023-09-10
2023,1,NYG,DAL,0.0,40.0,2023_01_DAL_NYG,2023-09-10
2023,1,NYJ,BUF,22.0,16.0,2023_01_BUF_NYJ,2023-09-11
2023,2,PHI,MIN,34.0,28.0,2023_02_MIN_PHI,2023-09-14
2023,2,ATL,GB,25.0,24.0,2023_02_GB_ATL,2023-09-17
2023,2,BUF,LV,38.0,10.0,2023_02_LV_BUF,2023-09-17
2023,2,CIN,BAL,24.0,27.0,2023_02_BAL_CIN,2023-09-17
2023,2,DET,SEA,31.0,37.0,2023_02_SEA_DET,2023-09-17
2023,2,HOU,IND,20.0,31.0,2023_02_IND_HOU,2023-09-17
2023,2,JAX,KC,9.0,17.0,2023_02_KC_JAX,2023-09-17
2023,2,TB,CHI,27.0,17.0,2023_02_CHI_TB,2023-09-17
2023,2,TEN,LAC,27.0,24.0,2023_02_LAC_TEN,2023-09-17
2023,2,ARI,NYG,28.0,31.0,2023_02_NYG_ARI,2023-09-17
2023,2,LA,SF,23.0,30.0,2023_02_SF_LA,2023-09-17
2023,2,DAL,NYJ,30.0,10.0,2023_02_NYJ_DAL,2023-09-17
2023,2,DEN,WAS,33.0,35.0,2023_02_WAS_DEN,2023-09-17
2023,2,NE,MIA,17.0,24.0,2023_02_MIA_NE,2023-09-17
2023,2,CAR,NO,17.0,20.0,2023_02_NO_CAR,2023-09-18
2023,2,PIT,CLE,26.0,22.0,2023_02_CLE_PIT,2023-09-18
2023,3,SF,NYG,30.0,12.0,2023_03_NYG_SF,2023-09-21
2023,3,BAL,IND,19.0,22.0,2023_03_IND_BAL,2023-09-24
2023,3,CLE,TEN,27.0,3.0,2023_03_TEN_CLE,2023-09-24
2023,3,DET,ATL,20.0,6.0,2023_03_ATL_DET,2023-09-24
2023,3,GB,NO,18.0,17.0,2023_03_NO_GB,2023-09-24
2023,3,JAX,HOU,17.0,37.0,2023_03_HOU_JAX,2023-09-24
2023,3,MIA,DEN,70.0,20.0,2023_03_DEN_MIA,2023-09-24
2023,3,MIN,LAC,24.0,28.0,2023_03_LAC_MIN,2023-09-24
2023,3,NYJ,NE,10.0,15.0,2023_03_NE_NYJ,2023-09-24
2023,3,WAS,BUF,3.0,37.0,2023_03_BUF_WAS,2023-09-24
2023,3,SEA,CAR,37.0,27.0,2023_03_CAR_SEA,2023-09-24
2023,3,ARI,DAL,28.0,16.0,2023_03_DAL_ARI,2023-09-24
2023,3,KC,CHI,41.0,10.0,2023_03_CHI_KC,2023-09-24
2023,3,LV,PIT,18.0,23.0,2023_03_PIT_LV,2023-09-24
2023,3,TB,PHI,11.0,25.0,2023_03_PHI_TB,2023-09-25
2023,3,CIN,LA,19.0,16.0,2023_03_LA_CIN,2023-09-25
2023,4,GB,DET,20.0,34.0,2023_04_DET_GB,2023-09-28
2023,4,JAX,ATL,23.0,7.0,2023_04_ATL_JAX,2023-10-01
2023,4,BUF,MIA,48.0,20.0,2023_04_MIA_BUF,2023-10-01
2023,4,CAR,MIN,13.0,21.0,2023_04_MIN_CAR,2023-10-01
2023,4,CHI,DEN,28.0,31.0,2023_04_DEN_CHI,2023-10-01
2023,4,CLE,BAL,3.0,28.0,2023_04_BAL_CLE,2023-10-01
2023,4,HOU,PIT,30.0,6.0,2023_04_PIT_HOU,2023-10-01
2023,4,IND,LA,23.0,29.0,2023_04_LA_IND,2023-10-01
2023,4,NO,TB,9.0,26.0,2023_04_TB_NO,2023-10-01
2023,4,PHI,WAS,34.0,31.0,2023_04_WAS_PHI,2023-10-01
2023,4,TEN,CIN,27.0,3.0,2023_04_CIN_TEN,2023-10-01
2023,4,LAC,LV,24.0,17.0,2023_04_LV_LAC,2023-10-01
2023,4,DAL,NE,38.0,3.0,2023_04_NE_DAL,2023-10-01
2023,4,SF,ARI,35.0,16.0,2023_04_ARI_SF,2023-10-01
2023,4,NYJ,KC,20.0,23.0,2023_04_KC_NYJ,2023-10-01
2023,4,NYG,SEA,3.0,24.0,2023_04_SEA_NYG,2023-10-02
2023,5,WAS,CHI,20.0,40.0,2023_05_CHI_WAS,2023-10-05
2023,5,BUF,JAX,20.0,25.0,2023_05_JAX_BUF,2023-10-08
2023,5,ATL,HOU,21.0,19.0,2023_05_HOU_ATL,2023-10-08
2023,5,DET,CAR,42.0,24.0,2023_05_CAR_DET,2023-10-08
2023,5,IND,TEN,23.0,16.0,2023_05_TEN_IND,2023-10-08
2023,5,MIA,NYG,31.0,16.0,2023_05_NYG_MIA,2023-10-08
2023,5,NE,NO,0.0,34.0,2023_05_NO_NE,2023-10-08
2023,5,PIT,BAL,17.0,10.0,2023_05_BAL_PIT,2023-10-08
2023,5,ARI,CIN,20.0,34.0,2023_05_CIN_ARI,2023-10-08
2023,5,LA,PHI,14.0,23.0,2023_05_PHI_LA,2023-10-08
2023,5,DEN,NYJ,21.0,31.0,2023_05_NYJ_DEN,2023-10-08
2023,5,MIN,KC,20.0,27.0,2023_05_KC_MIN,2023-10-08
2023,5,SF,DAL,42.0,10.0,2023_05_DAL_SF,2023-10-08
2023,5,LV,GB,17.0,13.0,2023_05_GB_LV,2023-10-09
2023,6,KC,DEN,19.0,8.0,2023_06_DEN_KC,2023-10-12
2023,6,TEN,BAL,16.0,24.0,2023_06_BAL_TEN,2023-10-15
2023,6,ATL,WAS,16.0,24.0,2023_06_WAS_ATL,2023-10-15
2023,6,CHI,MIN,13.0,19.0,2023_06_MIN_CHI,2023-10-15
2023,6,CIN,SEA,17.0,13.0,2023_06_SEA_CIN,2023-10-15
2023,6,CLE,SF,19.0,17.0,2023_06_SF_CLE,2023-10-15
2023,6,HOU,NO,20.0,13.0,2023_06_NO_HOU,2023-10-15
2023,6,JAX,IND,37.0,20.0,2023_06_IND_JAX,2023-10-15
2023,6,MIA,CAR,42.0,21.0,2023_06_CAR_MIA,2023-10-15
2023,6,LV,NE,21.0,17.0,2023_06_NE_LV,2023-10-15
2023,6,LA,ARI,26.0,9.0,2023_06_ARI_LA,2023-10-15
2023,6,NYJ,PHI,20.0,14.0,2023_06_PHI_NYJ,2023-10-15
2023,6,TB,DET,6.0,20.0,2023_06_DET_TB,2023-10-15
2023,6,BUF,NYG,14.0,9.0,2023_06_NYG_BUF,2023-10-15
2023,6,LAC,DAL,17.0,20.0,2023_06_DAL_LAC,2023-10-16
2023,7,NO,JAX,24.0,31.0,2023_07_JAX_NO,2023-10-19
2023,7,BAL,DET,38.0,6.0,2023_07_DET_BAL,2023-10-22
2023,7,CHI,LV,30.0,12.0,2023_07_LV_CHI,2023-10-22
2023,7,IND,CLE,38.0,39.0,2023_07_CLE_IND,2023-10-22
2023,7,NE,BUF,29.0,25.0,2023_07_BUF_NE,2023-10-22
2023,7,NYG,WAS,14.0,7.0,2023_07_WAS_NYG,2023-10-22
2023,7,TB,ATL,13.0,16.0,2023_07_ATL_TB,2023-10-22
2023,7,LA,PIT,17.0,24.0,2023_07_PIT_LA,2023-10-22
2023,7,SEA,ARI,20.0,10.0,2023_07_ARI_SEA,2023-10-22
2023,7,DEN,GB,19.0,17.0,2023_07_GB_DEN,2023-10-22
2023,7,KC,LAC,31.0,17.0,2023_07_LAC_KC,2023-10-22
2023,7,PHI,MIA,31.0,17.0,2023_07_MIA_PHI,2023-10-22
2023,7,MIN,SF,22.0,17.0,2023_07_SF_MIN,2023-10-23
2023,8,BUF,TB,24.0,18.0,2023_08_TB_BUF,2023-10-26
2023,8,CAR,HOU,15.0,13.0,2023_08_HOU_CAR,2023-10-29
2023,8,DAL,LA,43.0,20.0,2023_08_LA_DAL,2023-10-29
2023,8,GB,MIN,10.0,24.0,2023_08_MIN_GB,2023-10-29
2023,8,IND,NO,27.0,38.0,2023_08_NO_IND,2023-10-29
2023,8,MIA,NE,31.0,17.0,2023_08_NE_MIA,2023-10-29
2023,8,NYG,NYJ,10.0,13.0,2023_08_NYJ_NYG,2023-10-29
2023,8,PIT,JAX,10.0,20.0,2023_08_JAX_PIT,2023-10-29
2023,8,TEN,ATL,28.0,23.0,2023_08_ATL_TEN,2023-10-29
2023,8,WAS,PHI,31.0,38.0,2023_08_PHI_WAS,2023-10-29
2023,8,SEA,CLE,24.0,20.0,2023_08_CLE_SEA,2023-10-29
2023,8,ARI,BAL,24.0,31.0,2023_08_BAL_ARI,2023-10-29
2023,8,DEN,KC,24.0,9.0,2023_08_KC_DEN,2023-10-29
2023,8,SF,CIN,17.0,31.0,2023_08_CIN_SF,2023-10-29
2023,8,LAC,CHI,30.0,13.0,2023_08_CHI_LAC,2023-10-29
2023,8,DET,LV,26.0,14.0,2023_08_LV_DET,2023-10-30
2023,9,PIT,TEN,20.0,16.0,2023_09_TEN_PIT,2023-11-02
2023,9,KC,MIA,21.0,14.0,2023_09_MIA_KC,2023-11-05
2023,9,ATL,MIN,28.0,31.0,2023_09_MIN_ATL,2023-11-05
2023,9,BAL,SEA,37.0,3.0,2023_09_SEA_BAL,2023-11-05
2023,9,CLE,ARI,27.0,0.0,2023_09_ARI_CLE,2023-11-05
2023,9,GB,LA,20.0,3.0,2023_09_LA_GB,2023-11-05
2023,9,HOU,TB,39.0,37.0,2023_09_TB_HOU,2023-11-05
2023,9,NE,WAS,17.0,20.0,2023_09_WAS_NE,2023-11-05
2023,9,NO,CHI,24.0,17.0,2023_09_CHI_NO,2023-11-05
2023,9,CAR,IND,13.0,27.0,2023_09_IND_CAR,2023-11-05
2023,9,LV,NYG,30.0,6.0,2023_09_NYG_LV,2023-11-05
2023,9,PHI,DAL,28.0,23.0,2023_09_DAL_PHI,2023-11-05
2023,9,CIN,BUF,24.0,18.0,2023_09_BUF_CIN,2023-11-05
2023,9,NYJ,LAC,6.0,27.0,2023_09_LAC_NYJ,2023-11-06
2023,10,CHI,CAR,16.0,13.0,2023_10_CAR_CHI,2023-11-09
2023,10,NE,IND,6.0,10.0,2023_10_IND_NE,2023-11-12
2023,10,BAL,CLE,31.0,33.0,2023_10_CLE_BAL,2023-11-12
2023,10,CIN,HOU,27.0,30.0,2023_10_HOU_CIN,2023-11-12
2023,10,JAX,SF,3.0,34.0,2023_10_SF_JAX,2023-11-12
2023,10,MIN,NO,27.0,19.0,2023_10_NO_MIN,2023-11-12
2023,10,PIT,GB,23.0,19.0,2023_10_GB_PIT,2023-11-12
2023,10,TB,TEN,20.0,6.0,2023_10_TEN_TB,2023-11-12
2023,10,ARI,ATL,25.0,23.0,2023_10_ATL_ARI,2023-11-12
2023,10,LAC,DET,38.0,41.0,2023_10_DET_LAC,2023-11-12
2023,10,DAL,NYG,49.0,17.0,2023_10_NYG_DAL,2023-11-12
2023,10,SEA,WAS,29.0,26.0,2023_10_WAS_SEA,2023-11-12
2023,10,LV,NYJ,16.0,12.0,2023_10_NYJ_LV,2023-11-12
2023,10,BUF,DEN,22.0,24.0,2023_10_DEN_BUF,2023-11-13
2023,11,BAL,CIN,34.0,20.0,2023_11_CIN_BAL,2023-11-16
2023,11,CAR,DAL,10.0,33.0,2023_11_DAL_CAR,2023-11-19
2023,11,CLE,PIT,13.0,10.0,2023_11_PIT_CLE,2023-11-19
2023,11,DET,CHI,31.0,26.0,2023_11_CHI_DET,2023-11-19
2023,11,GB,LAC,23.0,20.0,2023_11_LAC_GB,2023-11-19
2023,11,HOU,ARI,21.0,16.0,2023_11_ARI_HOU,2023-11-19
2023,11,JAX,TEN,34.0,14.0,2023_11_TEN_JAX,2023-11-19
2023,11,MIA,LV,20.0,13.0,2023_11_LV_MIA,2023-11-19
2023,11,WAS,NYG,19.0,31.0,2023_11_NYG_WAS,2023-11-19
2023,11,SF,TB,27.0,14.0,2023_11_TB_SF,2023-11-19
2023,11,BUF,NYJ,32.0,6.0,2023_11_NYJ_BUF,2023-11-19
2023,11,LA,SEA,17.0,16.0,2023_11_SEA_LA,2023-11-19
2023,11,DEN,MIN,21.0,20.0,2023_11_MIN_DEN,2023-11-19
2023,11,KC,PHI,17.0,21.0,2023_11_PHI_KC,2023-11-20
2023,12,DET,GB,22.0,29.0,2023_12_GB_DET,2023-11-23
2023,12,DAL,WAS,45.0,10.0,2023_12_WAS_DAL,2023-11-23
2023,12,SEA,SF,13.0,31.0,2023_12_SF_SEA,2023-11-23
2023,12,NYJ,MIA,13.0,34.0,2023_12_MIA_NYJ,2023-11-24
2023,12,ATL,NO,24.0,15.0,2023_12_NO_ATL,2023-11-26
2023,12,CIN,PIT,10.0,16.0,2023_12_PIT_CIN,2023-11-26
2023,12,HOU,JAX,21.0,24.0,2023_12_JAX_HOU,2023-11-26
2023,12,IND,TB,27.0,20.0,2023_12_TB_IND,2023-11-26
2023,12,NYG,NE,10.0,7.0,2023_12_NE_NYG,2023-11-26
2023,12,TEN,CAR,17.0,10.0,2023_12_CAR_TEN,2023-11-26
2023,12,ARI,LA,14.0,37.0,2023_12_LA_ARI,2023-11-26
2023,12,DEN,CLE,29.0,12.0,2023_12_CLE_DEN,2023-11-26
2023,12,LV,KC,17.0,31.0,2023_12_KC_LV,2023-11-26
2023,12,PHI,BUF,37.0,34.0,2023_12_BUF_PHI,2023-11-26
2023,12,LAC,BAL,10.0,20.0,2023_12_BAL_LAC,2023-11-26
2023,12,MIN,CHI,10.0,12.0,2023_12_CHI_MIN,2023-11-27
2023,13,DAL,SEA,41.0,35.0,2023_13_SEA_DAL,2023-11-30
2023,13,HOU,DEN,22.0,17.0,2023_13_DEN_HOU,2023-12-03
2023,13,NE,LAC,0.0,6.0,2023_13_LAC_NE,2023-12-03
2023,13,NO,DET,28.0,33.0,2023_13_DET_NO,2023-12-03
2023,13,NYJ,ATL,8.0,13.0,2023_13_ATL_NYJ,2023-12-03
